elevation,soil_type,sepal_length,sepal_width,petal_length,petal_width,sepal_area,petal_area,sepal_aspect_ratio,petal_aspect_ratio,sepal_to_petal_length_ratio,sepal_to_petal_width_ratio,sepal_petal_length_diff,sepal_petal_width_diff,petal_curvature_mm,petal_texture_trichomes_per_mm2,leaf_area_cm2,sepal_area_sqrt,petal_area_sqrt,area_ratios
286.7,loamy,5.77,2.89,5.09,1.92,16.6753,9.7728,1.996539792,2.651041667,1.133595285,1.505208333,0.68,0.97,12.99,9.61,57.15,4.083540131,3.126147789,1.706297069
110.2,sandy,7.07,2.62,5.57,1.59,18.5234,8.8563,2.698473282,3.503144654,1.26929982,1.647798742,1.5,1.03,14.97,10.07,68.75,4.303881969,2.975953629,2.091550648
110,clay,7.18,3.52,6.37,2.15,25.2736,13.6955,2.039772727,2.962790698,1.127158556,1.637209302,0.81,1.37,13.41,9.05,76.72,5.02728555,3.700743169,1.845394473
70.8,loamy,7.02,3.12,6.23,1.85,21.9024,11.5255,2.25,3.367567568,1.126805778,1.686486486,0.79,1.27,13.62,9.64,67.44,4.68,3.39492268,1.900342718
282.1,loamy,6.49,3.72,5.41,1.46,24.1428,7.8986,1.744623656,3.705479452,1.199630314,2.547945205,1.08,2.26,12.59,12.68,59.68,4.913532334,2.810444805,3.056592307
194.9,clay,6.7,3.37,4.89,1.81,22.579,8.8509,1.988130564,2.701657459,1.370143149,1.861878453,1.81,1.56,8.99,10.18,68.85,4.751736525,2.975046218,2.551040007
216.8,sandy,6.87,2.73,5.77,1.3,18.7551,7.501,2.516483516,4.438461538,1.190641248,2.1,1.1,1.43,9.91,10.27,64,4.330715876,2.738795356,2.50034662
277.9,loamy,7.14,3.17,5.28,2.04,22.6338,10.7712,2.252365931,2.588235294,1.352272727,1.553921569,1.86,1.13,12.91,7.11,73.44,4.757499343,3.281950639,2.101325758
136.4,loamy,6.88,3.09,5.19,2.27,21.2592,11.7813,2.226537217,2.286343612,1.325626204,1.36123348,1.69,0.82,11.98,9.38,75.41,4.610770001,3.432389838,1.804486771
205.4,loamy,7.17,3,5.6,2.01,21.51,11.256,2.39,2.786069652,1.280357143,1.492537313,1.57,0.99,12.88,9.52,62.61,4.63788745,3.354996274,1.91098081
59.7,sandy,7.02,2.89,5.47,1.75,20.2878,9.5725,2.429065744,3.125714286,1.283363803,1.651428571,1.55,1.14,15.35,8.34,65.06,4.504198042,3.093945701,2.119383651
96.7,loamy,8.65,3.05,6.21,1.83,26.3825,11.3643,2.836065574,3.393442623,1.392914654,1.666666667,2.44,1.22,13.45,10.04,75.3,5.136389783,3.371097744,2.321524423
257.8,clay,6.78,3.55,6.33,2.23,24.069,14.1159,1.909859155,2.838565022,1.071090047,1.591928251,0.45,1.32,14.52,9.14,63.99,4.906016714,3.757113254,1.705098506
241.7,sandy,6.95,2.35,6.01,1.86,16.3325,11.1786,2.957446809,3.231182796,1.15640599,1.26344086,0.94,0.49,12.19,10.16,62.42,4.041348785,3.343441341,1.461050579
137.7,clay,7.57,3.3,5.29,2.27,24.981,12.0083,2.293939394,2.330396476,1.43100189,1.453744493,2.28,1.03,10.39,10.24,61.75,4.998099639,3.46529941,2.080311118
144.2,clay,6.33,2.94,6.43,2.56,18.6102,16.4608,2.153061224,2.51171875,0.9844479,1.1484375,-0.1,0.38,11.88,8.09,72.46,4.313954103,4.057191147,1.130576886
183.4,loamy,6.14,3.5,5.26,2.04,21.49,10.7304,1.754285714,2.578431373,1.16730038,1.715686275,0.88,1.46,10.39,9.2,72.16,4.635730795,3.275728927,2.002721241
50.1,loamy,5.91,2.61,6.4,2.19,15.4251,14.016,2.264367816,2.922374429,0.9234375,1.191780822,-0.49,0.42,15.12,10.15,65.21,3.927480108,3.743794866,1.100535103
110.3,loamy,7.65,2.9,5.98,1.49,22.185,8.9102,2.637931034,4.013422819,1.279264214,1.946308725,1.67,1.41,13.58,12.37,70.04,4.71009554,2.984995812,2.489843101
102.1,clay,6.91,3.25,7.84,2.95,22.4575,23.128,2.126153846,2.657627119,0.881377551,1.101694915,-0.93,0.3,13.04,10.51,80.69,4.738934479,4.80915793,0.971009166
112.6,sandy,5.82,2.03,6.62,2.18,11.8146,14.4316,2.866995074,3.036697248,0.879154079,0.931192661,-0.8,-0.15,14.47,8.68,63.18,3.437237263,3.798894576,0.818661825
251.5,loamy,6.7,3.33,4.63,1.94,22.311,8.9822,2.012012012,2.386597938,1.447084233,1.716494845,2.07,1.39,7.96,10.8,56.34,4.723452127,2.997031865,2.483912627
119.9,loamy,7.42,2.75,5.08,1.47,20.405,7.4676,2.698181818,3.455782313,1.460629921,1.870748299,2.34,1.28,13.18,13.42,73.19,4.517189392,2.732690981,2.732470941
97.9,clay,7.43,3.2,4.29,2.09,23.776,8.9661,2.321875,2.052631579,1.731934732,1.531100478,3.14,1.11,9.38,11.83,69.23,4.876063986,2.99434467,2.651766097
176.1,sandy,6.22,2.29,5.1,1.75,14.2438,8.925,2.716157205,2.914285714,1.219607843,1.308571429,1.12,0.54,11.99,11.1,65.03,3.774095918,2.987473849,1.595943978
266.4,clay,6.71,3.34,4.94,2.34,22.4114,11.5596,2.008982036,2.111111111,1.358299595,1.427350427,1.77,1,11.38,11.45,74.56,4.734068018,3.399941176,1.938769508
110.3,loamy,5.51,3.06,5.27,2.06,16.8606,10.8562,1.800653595,2.558252427,1.045540797,1.485436893,0.24,1,13.32,12.88,75.87,4.106166095,3.294874808,1.553084873
69.6,clay,6.43,3.4,6.52,1.76,21.862,11.4752,1.891176471,3.704545455,0.986196319,1.931818182,-0.09,1.64,12.46,12.15,54.54,4.675681768,3.387506458,1.90515198
139.1,loamy,6.41,2.28,6.5,1.95,14.6148,12.675,2.811403509,3.333333333,0.986153846,1.169230769,-0.09,0.33,14.69,11.13,65.43,3.822930813,3.560196624,1.15304142
236.9,sandy,6.75,2.65,5.38,2.23,17.8875,11.9974,2.547169811,2.412556054,1.25464684,1.188340807,1.37,0.42,10.8,12.14,86.22,4.229361654,3.463726317,1.490948039
187.7,clay,5.99,3.49,5.78,2.19,20.9051,12.6582,1.716332378,2.639269406,1.03633218,1.593607306,0.21,1.3,13.42,7.84,74.08,4.572209532,3.557836421,1.651506533
254.2,loamy,5.88,3.41,5.57,1.99,20.0508,11.0843,1.724340176,2.798994975,1.055655296,1.713567839,0.31,1.42,12.32,7,74.73,4.477811966,3.329309238,1.808936965
289.9,loamy,7.15,2.82,5.36,1.69,20.163,9.0584,2.535460993,3.171597633,1.333955224,1.668639053,1.79,1.13,8.73,10.31,78.21,4.490322928,3.009717595,2.225889782
248.2,loamy,5.37,3.12,4.73,1.68,16.7544,7.9464,1.721153846,2.81547619,1.135306554,1.857142857,0.64,1.44,10.16,10.14,70.12,4.093213896,2.818935969,2.108426457
201,loamy,5.21,2.9,4.29,1.61,15.109,6.9069,1.796551724,2.664596273,1.214452214,1.801242236,0.92,1.29,11.7,8.91,75.58,3.887029714,2.628098172,2.187522622
173.3,clay,5.84,2.89,5.52,2.24,16.8776,12.3648,2.020761246,2.464285714,1.057971014,1.290178571,0.32,0.65,14.22,11.65,75.03,4.108235631,3.516361756,1.364971532
60,loamy,7.18,2.73,6.23,1.87,19.6014,11.6501,2.63003663,3.331550802,1.152487961,1.459893048,0.95,0.86,12.93,6.27,73.77,4.427346835,3.413224282,1.682509163
296.1,clay,6.86,3.13,5.3,2.44,21.4718,12.932,2.191693291,2.172131148,1.294339623,1.282786885,1.56,0.69,9.66,8.93,67.75,4.633767366,3.596109008,1.660361893
145.9,loamy,6.98,2.85,5.85,1.88,19.893,10.998,2.449122807,3.111702128,1.193162393,1.515957447,1.13,0.97,11.72,9.03,71.2,4.460156948,3.316323265,1.808783415
88.1,clay,6.28,2.88,6.17,2.38,18.0864,14.6846,2.180555556,2.592436975,1.017828201,1.210084034,0.11,0.5,16.04,6.73,65.88,4.252810835,3.83204906,1.231657655
216.7,clay,5.72,3.32,4.61,1.74,18.9904,8.0214,1.722891566,2.649425287,1.240780911,1.908045977,1.11,1.58,12.22,12.99,70.09,4.357797609,2.83220762,2.367467026
121.1,loamy,6.87,2.3,5.11,2.02,15.801,10.3222,2.986956522,2.52970297,1.344422701,1.138613861,1.76,0.28,11.35,7.28,61.82,3.97504717,3.212818078,1.530778322
196.4,loamy,5.82,3.11,5.84,2.23,18.1002,13.0232,1.871382637,2.618834081,0.996575342,1.394618834,-0.02,0.88,12.98,8.82,64.47,4.254432982,3.608767102,1.389842742
196.7,loamy,5.68,2.43,5.07,2.13,13.8024,10.7991,2.33744856,2.38028169,1.120315582,1.14084507,0.61,0.3,13.53,11.82,68.02,3.715158139,3.286198412,1.278106509
161.4,loamy,6.18,2.52,4.88,1.85,15.5736,9.028,2.452380952,2.637837838,1.266393443,1.362162162,1.3,0.67,11.09,11.29,63.39,3.946340077,3.004663043,1.72503323
259,sandy,6.44,2.57,5.32,1.76,16.5508,9.3632,2.505836576,3.022727273,1.210526316,1.460227273,1.12,0.81,13.01,7.78,66.46,4.068267445,3.05993464,1.767643541
116.2,loamy,6.11,3.1,5.17,2.26,18.941,11.6842,1.970967742,2.287610619,1.181818182,1.371681416,0.94,0.84,11.34,11.36,68.85,4.352125917,3.418215909,1.621078037
162.2,loamy,6.34,2.84,6.15,2.22,18.0056,13.653,2.232394366,2.77027027,1.030894309,1.279279279,0.19,0.62,13.44,10.58,72.82,4.243300602,3.694996617,1.318801729
184.4,loamy,5.91,2.9,5.93,1.7,17.139,10.081,2.037931034,3.488235294,0.996627319,1.705882353,-0.02,1.2,12.34,14.67,76.64,4.139927536,3.175059055,1.700128955
215.9,clay,5.83,3.25,6.11,2.41,18.9475,14.7251,1.793846154,2.53526971,0.954173486,1.348547718,-0.28,0.84,12.96,10.81,66.75,4.352872615,3.837329801,1.286748477
246,loamy,7.13,2.54,4.85,1.73,18.1102,8.3905,2.807086614,2.803468208,1.470103093,1.468208092,2.28,0.81,10.48,9.72,79.35,4.255608065,2.89663598,2.158417258
148.7,clay,7.63,3.23,6.55,2.43,24.6449,15.9165,2.362229102,2.695473251,1.164885496,1.329218107,1.08,0.8,10.36,8.29,76.57,4.964363,3.989548847,1.548386894
211.5,clay,6.15,3.47,5.54,1.85,21.3405,10.249,1.772334294,2.994594595,1.110108303,1.875675676,0.61,1.62,13.89,8.51,73.53,4.619577903,3.201405941,2.082203142
87.7,clay,6.69,3.26,6.54,1.85,21.8094,12.099,2.052147239,3.535135135,1.02293578,1.762162162,0.15,1.41,11.84,8.35,71.08,4.670053533,3.478361683,1.802578726
283.2,clay,6.04,3.21,4.65,2.42,19.3884,11.253,1.881619938,1.921487603,1.298924731,1.326446281,1.39,0.79,12.57,12.74,72.23,4.40322609,3.35454915,1.722953879
145.8,sandy,6.98,2.53,5.5,1.52,17.6594,8.36,2.758893281,3.618421053,1.269090909,1.664473684,1.48,1.01,11.39,10.04,78.31,4.202308889,2.891366459,2.112368421
232.4,loamy,6.71,3.57,5.39,1.94,23.9547,10.4566,1.879551821,2.778350515,1.244897959,1.840206186,1.32,1.63,13.8,11.13,78.57,4.89435389,3.233666649,2.290868925
55.1,clay,6.08,3.33,5.74,2.46,20.2464,14.1204,1.825825826,2.333333333,1.059233449,1.353658537,0.34,0.87,10.78,13.03,79.34,4.499599982,3.75771207,1.433840401
101.3,loamy,6.47,3.33,5.16,1.51,21.5451,7.7916,1.942942943,3.417218543,1.253875969,2.205298013,1.31,1.82,11.73,5.28,70.29,4.641669958,2.791343762,2.765170183
171.8,clay,5.53,3.26,6.02,2.4,18.0278,14.448,1.696319018,2.508333333,0.918604651,1.358333333,-0.49,0.86,13.57,12.56,73.88,4.245915685,3.801052486,1.247771318
269.6,sandy,5.39,2.32,5.85,1.88,12.5048,10.998,2.323275862,3.111702128,0.921367521,1.234042553,-0.46,0.44,14.35,10.11,79.4,3.536212663,3.316323265,1.137006728
181.8,clay,5.08,3.2,5.22,2.28,16.256,11.9016,1.5875,2.289473684,0.973180077,1.403508772,-0.14,0.92,10.95,10.87,65.63,4.031873014,3.449869563,1.365866774
282.5,loamy,6.84,3.15,5.8,2.39,21.546,13.862,2.171428571,2.426778243,1.179310345,1.317991632,1.04,0.76,15.92,8.34,67.77,4.641766905,3.723170692,1.554321166
170.9,loamy,6.21,3.45,5.23,1.55,21.4245,8.1065,1.8,3.374193548,1.187380497,2.225806452,0.98,1.9,12.63,8.49,70.11,4.628660713,2.847191599,2.642879171
172.6,sandy,6.74,2.76,5.92,1.85,18.6024,10.952,2.442028986,3.2,1.138513514,1.491891892,0.82,0.91,9.91,10.98,76.3,4.313049965,3.309380607,1.69853908
79.9,loamy,8.14,2.73,5.51,2.08,22.2222,11.4608,2.981684982,2.649038462,1.477313975,1.3125,2.63,0.65,12.74,14.77,76.41,4.714042851,3.385380333,1.938974592
250.7,loamy,7.28,2.55,6.17,1.9,18.564,11.723,2.854901961,3.247368421,1.179902755,1.342105263,1.11,0.65,11.23,12.01,68.38,4.308596059,3.42388668,1.583553698
111.7,clay,5.93,3.38,6.11,2.03,20.0434,12.4033,1.75443787,3.009852217,0.970540098,1.665024631,-0.18,1.35,12.87,12.53,59.44,4.476985593,3.52183191,1.615973168
274.9,loamy,5.54,3.02,6.03,1.79,16.7308,10.7937,1.834437086,3.368715084,0.918739635,1.687150838,-0.49,1.23,11.91,9.62,71.72,4.09033006,3.285376691,1.550052345
277.7,clay,7.05,3.35,5.37,2.41,23.6175,12.9417,2.104477612,2.228215768,1.312849162,1.390041494,1.68,0.94,12.15,8.8,63.57,4.859783946,3.597457435,1.82491481
285.8,sandy,6.19,2.11,6.19,1.64,13.0609,10.1516,2.933649289,3.774390244,1,1.286585366,0,0.47,10.18,8.44,59.57,3.613986718,3.18615756,1.286585366
180.1,loamy,7,3.16,5.48,1.99,22.12,10.9052,2.215189873,2.753768844,1.277372263,1.587939698,1.52,1.17,13.98,9.02,61.15,4.703190407,3.302302227,2.028390126
219.3,clay,6.91,3.83,4.62,2.09,26.4653,9.6558,1.804177546,2.210526316,1.495670996,1.832535885,2.29,1.74,9.69,5.89,72.28,5.144443605,3.107378316,2.740870772
244.6,loamy,6.56,3.1,5.6,2.08,20.336,11.648,2.116129032,2.692307692,1.171428571,1.490384615,0.96,1.02,9.78,8.55,79.53,4.509545432,3.412916641,1.745879121
82.8,clay,6.73,2.99,6.62,1.8,20.1227,11.916,2.25083612,3.677777778,1.016616314,1.661111111,0.11,1.19,12.73,8.88,70.27,4.485833256,3.451955967,1.688712655
200.2,sandy,6.12,1.91,5.94,2.16,11.6892,12.8304,3.204188482,2.75,1.03030303,0.884259259,0.18,-0.25,15.21,9.65,71.48,3.418947206,3.581954774,0.911054994
58.6,clay,7.32,3.49,5.49,2.48,25.5468,13.6152,2.097421203,2.213709677,1.333333333,1.407258065,1.83,1.01,11.29,10.26,78.28,5.054384235,3.689878047,1.876344086
174.4,loamy,6.74,2.75,5.45,1.72,18.535,9.374,2.450909091,3.168604651,1.236697248,1.598837209,1.29,1.03,13.4,10.72,59.19,4.305229378,3.061698875,1.977277576
88.7,clay,6.54,3.1,7.25,2.5,20.274,18.125,2.109677419,2.9,0.902068966,1.24,-0.71,0.6,14.15,9.97,73.64,4.502665877,4.257346591,1.118565517
95.7,loamy,7.63,3.11,5.96,2.03,23.7293,12.0988,2.453376206,2.935960591,1.280201342,1.532019704,1.67,1.08,13.63,8.84,69.92,4.871272934,3.478332934,1.961293682
141.3,sandy,6.96,2.73,5.36,2.05,19.0008,10.988,2.549450549,2.614634146,1.298507463,1.331707317,1.6,0.68,11.38,6.07,73.96,4.358990709,3.314815229,1.729231889
158.1,clay,6.62,2.6,4.83,2.16,17.212,10.4328,2.546153846,2.236111111,1.370600414,1.203703704,1.79,0.44,9.82,8.85,66.62,4.148734747,3.22998452,1.649796795
205.8,loamy,6.2,2.58,5.97,2.06,15.996,12.2982,2.403100775,2.898058252,1.038525963,1.252427184,0.23,0.52,7.58,8.06,64.27,3.999499969,3.506878954,1.300678148
68.6,loamy,7.18,3.13,6.04,2.05,22.4734,12.382,2.293929712,2.946341463,1.188741722,1.526829268,1.14,1.08,11.47,10.93,70.98,4.740611775,3.518806616,1.815005653
175.9,loamy,6.9,2.75,6.02,2.62,18.975,15.7724,2.509090909,2.297709924,1.146179402,1.049618321,0.88,0.13,14.36,11.82,81.54,4.356030303,3.971448099,1.203050899
95.7,clay,9.12,2.93,6.37,2.63,26.7216,16.7531,3.112627986,2.422053232,1.431711146,1.114068441,2.75,0.3,9.75,11.88,76.03,5.169293956,4.093055094,1.595024204
193.5,clay,6.77,3.14,5.6,1.67,21.2578,9.352,2.156050955,3.353293413,1.208928571,1.880239521,1.17,1.47,13.4,11.51,66.45,4.61061818,3.058103988,2.273075278
209.4,clay,5.35,3.11,6.19,1.84,16.6385,11.3896,1.720257235,3.364130435,0.864297254,1.690217391,-0.84,1.27,10.1,9.73,60.61,4.079031748,3.374848145,1.460850249
189.2,sandy,5.11,2.56,4.3,1.86,13.0816,7.998,1.99609375,2.311827957,1.188372093,1.376344086,0.81,0.7,12.21,8.96,58.23,3.616849458,2.828073549,1.635608902
234.6,loamy,7.55,3.17,4.5,2.01,23.9335,9.045,2.38170347,2.23880597,1.677777778,1.577114428,3.05,1.16,13.42,8.51,79.21,4.89218765,3.007490648,2.64604754
133.9,loamy,6.86,3.15,5.18,1.88,21.609,9.7384,2.177777778,2.755319149,1.324324324,1.675531915,1.68,1.27,10.68,6.99,63.31,4.64854816,3.12064096,2.218947671
241.3,sandy,4.75,2.34,4.62,1.84,11.115,8.5008,2.02991453,2.510869565,1.028138528,1.27173913,0.13,0.5,12.34,11.98,67.72,3.333916616,2.915613143,1.307523998
158.2,sandy,6.55,2.13,5.1,1.78,13.9515,9.078,3.075117371,2.865168539,1.284313725,1.196629213,1.45,0.35,11.17,9.65,79.25,3.735170679,3.012971955,1.536847323
171,clay,6.34,3.09,4.99,2.29,19.5906,11.4271,2.051779935,2.179039301,1.270541082,1.349344978,1.35,0.8,13.41,7.51,58.7,4.426126975,3.380399385,1.714398229
212,clay,6.19,3.37,5.25,2.5,20.8603,13.125,1.836795252,2.1,1.179047619,1.348,0.94,0.87,12.47,8.35,80.45,4.567307741,3.622844187,1.58935619
54.6,clay,5.67,3.58,7.05,1.76,20.2986,12.408,1.583798883,4.005681818,0.804255319,2.034090909,-1.38,1.82,12.11,8.27,68.22,4.505396764,3.522499113,1.635928433
213.5,clay,5.92,3.04,5.28,2.14,17.9968,11.2992,1.947368421,2.46728972,1.121212121,1.420560748,0.64,0.9,15.12,10.09,61.96,4.242263547,3.361428268,1.592749929
204.6,clay,6.98,2.79,6.33,2.52,19.4742,15.9516,2.501792115,2.511904762,1.102685624,1.107142857,0.65,0.27,13.32,12.13,68.27,4.412958192,3.993945418,1.220830512
127.5,clay,6.41,3.7,5,1.28,23.717,6.4,1.732432432,3.90625,1.282,2.890625,1.41,2.42,10.62,9.3,64.94,4.870010267,2.529822128,3.70578125
71.4,sandy,6.92,2.38,6.15,1.61,16.4696,9.9015,2.907563025,3.819875776,1.125203252,1.47826087,0.77,0.77,11.83,5.49,73.09,4.058275496,3.146664901,1.663343938
72.7,sandy,5.79,2.66,5.83,1.88,15.4014,10.9604,2.176691729,3.10106383,0.993138937,1.414893617,-0.04,0.78,11.85,9.62,65.46,3.924461747,3.310649483,1.405185942
280.8,sandy,6.83,3.13,5.86,1.49,21.3779,8.7314,2.182108626,3.932885906,1.16552901,2.100671141,0.97,1.64,12.16,9.69,56.62,4.62362412,2.954894245,2.448393156
222.3,loamy,6,3.08,5.88,2.37,18.48,13.9356,1.948051948,2.481012658,1.020408163,1.299578059,0.12,0.71,17.05,9.55,68.46,4.298837052,3.733041655,1.32610006
81.8,loamy,6.19,3.02,6.07,2.03,18.6938,12.3221,2.049668874,2.990147783,1.019769357,1.487684729,0.12,0.99,12.74,8.75,60.5,4.323632732,3.510284889,1.5170953
139.2,clay,7.57,3.25,6.2,2.16,24.6025,13.392,2.329230769,2.87037037,1.220967742,1.50462963,1.37,1.09,7.93,10.43,71.43,4.960090725,3.659508164,1.837104241
198.1,sandy,5.85,2.59,5.67,1.67,15.1515,9.4689,2.258687259,3.395209581,1.031746032,1.550898204,0.18,0.92,10.91,10.13,61.69,3.892492775,3.07715778,1.600133067
258.9,loamy,6.56,3.02,4.35,1.58,19.8112,6.873,2.17218543,2.753164557,1.508045977,1.911392405,2.21,1.44,8.14,9.95,66.58,4.450977421,2.621640708,2.882467627
60.9,loamy,7.39,2.79,5.08,2.28,20.6181,11.5824,2.64874552,2.228070175,1.454724409,1.223684211,2.31,0.51,11.34,10.83,71.28,4.540715803,3.403292523,1.780123291
109.2,sandy,6.64,2.6,4.51,1.47,17.264,6.6297,2.553846154,3.068027211,1.472283814,1.768707483,2.13,1.13,8.03,9.14,68.51,4.154996992,2.574820382,2.604039398
272.4,loamy,6.23,2.87,4.98,1.34,17.8801,6.6732,2.170731707,3.71641791,1.251004016,2.141791045,1.25,1.53,10.26,9.03,71.75,4.228486727,2.583253762,2.679389199
52.3,loamy,8.1,2.45,5.96,1.74,19.845,10.3704,3.306122449,3.425287356,1.359060403,1.408045977,2.14,0.71,8.96,12.76,74.76,4.454772721,3.220310544,1.913619533
100.3,sandy,7.47,2.56,6.56,1.68,19.1232,11.0208,2.91796875,3.904761905,1.138719512,1.523809524,0.91,0.88,12.77,11.12,61.89,4.373008118,3.319759027,1.735191638
289.8,loamy,5.77,3.29,5.68,1.82,18.9833,10.3376,1.753799392,3.120879121,1.01584507,1.807692308,0.09,1.47,12,11.65,69.55,4.356982901,3.215213834,1.83633532
203.4,sandy,7.09,2.23,5.22,1.76,15.8107,9.1872,3.179372197,2.965909091,1.358237548,1.267045455,1.87,0.47,12.61,12.45,46.69,3.976267094,3.031039426,1.720948711
115.4,loamy,6.84,3.01,6.03,1.83,20.5884,11.0349,2.272425249,3.295081967,1.134328358,1.644808743,0.81,1.18,11.79,11.05,71.73,4.537444215,3.321881997,1.865753201
66.7,sandy,7.79,2.81,4.56,1.4,21.8899,6.384,2.772241993,3.257142857,1.708333333,2.007142857,3.23,1.41,9.21,11.86,67.89,4.678664339,2.526657872,3.428869048
57,loamy,6.68,3.47,5.97,2.1,23.1796,12.537,1.925072046,2.842857143,1.118927973,1.652380952,0.71,1.37,13.03,6.84,63.12,4.814519706,3.54076263,1.84889527
111.2,loamy,7.72,2.77,6.08,2.28,21.3844,13.8624,2.78700361,2.666666667,1.269736842,1.214912281,1.64,0.49,15.84,10.41,72.21,4.624326978,3.723224409,1.542618883
270.4,sandy,7.54,2.49,6.37,1.42,18.7746,9.0454,3.02811245,4.485915493,1.183673469,1.753521127,1.17,1.07,12.82,9.63,78.21,4.332966651,3.007557148,2.075596436
154,loamy,6.16,2.64,5.07,1.45,16.2624,7.3515,2.333333333,3.496551724,1.214990138,1.820689655,1.09,1.19,11.15,13.36,66.67,4.032666612,2.71136497,2.212119976
230.1,sandy,7.02,2.48,4.7,1.46,17.4096,6.862,2.830645161,3.219178082,1.493617021,1.698630137,2.32,1.02,9.14,11.86,63.39,4.172481276,2.619541945,2.537102885
279.6,sandy,5.92,3,5.4,1.33,17.76,7.182,1.973333333,4.060150376,1.096296296,2.255639098,0.52,1.67,10.18,8.74,71.16,4.214261501,2.679925372,2.472848789
152,loamy,6.24,2.96,5,2.47,18.4704,12.35,2.108108108,2.024291498,1.248,1.198380567,1.24,0.49,12.91,10.75,60.65,4.297720326,3.514256678,1.495578947
97.8,clay,6.83,3.05,6.58,2.6,20.8315,17.108,2.239344262,2.530769231,1.037993921,1.173076923,0.25,0.45,14.15,10.34,65.38,4.56415381,4.136181814,1.217646715
179.3,loamy,7.09,3,5.39,2.14,21.27,11.5346,2.363333333,2.518691589,1.315398887,1.401869159,1.7,0.86,12.52,10.91,78.56,4.611941023,3.396262652,1.844017131
277,clay,6.71,3.42,5.93,2.76,22.9482,16.3668,1.961988304,2.148550725,1.13153457,1.239130435,0.78,0.66,13.6,7.96,70.44,4.790427956,4.045590192,1.402118924
251.1,clay,6.63,3.21,4.63,1.43,21.2823,6.6209,2.065420561,3.237762238,1.431965443,2.244755245,2,1.78,13.42,10.72,56.84,4.613274325,2.573110958,3.214411938
66.5,loamy,6.75,3.33,5.5,2.07,22.4775,11.385,2.027027027,2.657004831,1.227272727,1.608695652,1.25,1.26,13.01,9.54,57.42,4.741044189,3.374166564,1.9743083
223.1,clay,7.07,3.2,5.28,1.9,22.624,10.032,2.209375,2.778947368,1.339015152,1.684210526,1.79,1.3,10.68,10.56,71.13,4.756469279,3.167333263,2.255183413
193,sandy,6.1,2.62,5.77,1.63,15.982,9.4051,2.328244275,3.539877301,1.057192374,1.607361963,0.33,0.99,12.35,8.55,76.04,3.997749367,3.066773549,1.69929081
276.9,sandy,6.23,2,5.19,1.67,12.46,8.6673,3.115,3.107784431,1.200385356,1.19760479,1.04,0.33,10.3,8.83,58.68,3.529872519,2.944027853,1.437587253
80.6,clay,6.79,3.25,5.53,2.49,22.0675,13.7697,2.089230769,2.220883534,1.227848101,1.305220884,1.26,0.76,12.03,12.35,73.15,4.697605773,3.71075464,1.602612984
183.5,sandy,5.57,2.6,6.09,1.62,14.482,9.8658,2.142307692,3.759259259,0.914614122,1.604938272,-0.52,0.98,12.66,7.9,79.31,3.805522303,3.140987106,1.467899207
269.9,loamy,6.43,3.24,5.61,1.95,20.8332,10.9395,1.984567901,2.876923077,1.146167558,1.661538462,0.82,1.29,15.36,8.04,83.22,4.56434004,3.307491497,1.904401481
152.5,sandy,7.61,2.6,5.14,1.75,19.786,8.995,2.926923077,2.937142857,1.480544747,1.485714286,2.47,0.85,9.38,9.9,72.32,4.448145681,2.999166551,2.199666481
170.5,clay,5.96,3.13,5.69,2.11,18.6548,12.0059,1.904153355,2.696682464,1.04745167,1.483412322,0.27,1.02,12.96,8.46,73.55,4.319120281,3.464953102,1.553802714
67.6,loamy,8.38,2.77,5.85,2.21,23.2126,12.9285,3.025270758,2.647058824,1.432478632,1.253393665,2.53,0.56,14.96,8.23,55.07,4.81794562,3.595622338,1.795459643
119.5,sandy,7.34,2.6,5.8,1.77,19.084,10.266,2.823076923,3.276836158,1.265517241,1.468926554,1.54,0.83,13.52,10.21,84.7,4.368523778,3.204059925,1.85895188
131.1,loamy,5.3,2.8,6.65,1.36,14.84,9.044,1.892857143,4.889705882,0.796992481,2.058823529,-1.35,1.44,13.67,6.99,65.97,3.852272057,3.007324392,1.640866873
286.3,clay,4.55,3.59,6.1,1.79,16.3345,10.919,1.267409471,3.407821229,0.745901639,2.005586592,-1.55,1.8,13.18,7.98,63.47,4.041596219,3.304391018,1.495970327
120.7,sandy,6.21,2.17,6.03,1.54,13.4757,9.2862,2.861751152,3.915584416,1.029850746,1.409090909,0.18,0.63,14.6,14.11,68.21,3.670926314,3.047326697,1.451153324
165.2,loamy,6.82,2.12,5.25,1.77,14.4584,9.2925,3.216981132,2.966101695,1.299047619,1.197740113,1.57,0.35,9.83,10.92,80.58,3.802420282,3.048360215,1.555921442
217.8,loamy,6.39,2.9,4.77,1.61,18.531,7.6797,2.203448276,2.962732919,1.339622642,1.801242236,1.62,1.29,9.23,8.51,85.46,4.304764802,2.771227165,2.412984882
90.5,sandy,6.97,2.66,6.23,1.26,18.5402,7.8498,2.620300752,4.944444444,1.118780096,2.111111111,0.74,1.4,11.99,10.84,70.88,4.305833253,2.801749453,2.361869092
171.6,loamy,6.72,2.44,5.96,1.69,16.3968,10.0724,2.754098361,3.526627219,1.127516779,1.443786982,0.76,0.75,7.68,11.13,76.99,4.049296235,3.17370446,1.627894047
234.6,loamy,6.46,3.33,4.24,2.34,21.5118,9.9216,1.93993994,1.811965812,1.523584906,1.423076923,2.22,0.99,14.46,11.99,70.3,4.6380815,3.14985714,2.16817852
